1	5	12/26/2006	23:18:08	1	37	1/9/2007	23:18:08	12/31/2006	23:18:08	NULL	NULL	NULL	NULL
1	5	1/9/2007	23:18:08	1	37	1/23/2007	23:18:08	1/14/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	1/23/2007	23:18:08	1	37	2/6/2007	23:18:08	1/28/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	2/6/2007	23:18:08	1	37	2/20/2007	23:18:08	2/11/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	2/20/2007	23:18:08	1	37	3/6/2007	23:18:08	2/25/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	3/6/2007	23:18:08	1	37	3/20/2007	23:18:08	3/11/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	3/20/2007	23:18:08	1	37	4/3/2007	23:18:08	3/25/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	4/3/2007	23:18:08	1	37	4/17/2007	23:18:08	4/8/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	4/17/2007	23:18:08	1	37	5/1/2007	23:18:08	4/22/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	5/1/2007	23:18:08	1	37	5/15/2007	23:18:08	5/6/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	5/15/2007	23:18:08	1	37	5/29/2007	23:18:08	5/20/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	5/29/2007	23:18:08	1	37	6/12/2007	23:18:08	6/3/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	6/12/2007	23:18:08	1	37	6/26/2007	23:18:08	6/17/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	6/26/2007	23:18:08	1	37	7/10/2007	23:18:08	7/1/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	7/10/2007	23:18:08	1	37	7/24/2007	23:18:08	7/15/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	7/24/2007	23:18:08	1	37	8/7/2007	23:18:08	7/29/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	8/7/2007	23:18:08	1	37	8/21/2007	23:18:08	8/12/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	8/21/2007	23:18:08	1	37	9/4/2007	23:18:08	8/26/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	9/4/2007	23:18:08	1	37	9/18/2007	23:18:08	9/9/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	9/18/2007	23:18:08	1	37	10/2/2007	23:18:08	9/23/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	10/2/2007	23:18:08	1	37	10/16/2007	23:18:08	10/7/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	10/16/2007	23:18:08	1	37	10/30/2007	23:18:08	10/21/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	10/30/2007	23:18:08	1	37	11/13/2007	23:18:08	11/4/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	11/13/2007	23:18:08	1	37	11/27/2007	23:18:08	11/18/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	11/27/2007	23:18:08	1	37	12/11/2007	23:18:08	12/2/2007	23:18:08	NULL	NULL	NULL	NULL
1	5	12/11/2007	23:18:08	1	37	12/25/2007	23:18:08	12/16/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	12/31/2006	23:18:08	1	73	1/14/2007	23:18:08	1/10/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	1/14/2007	23:18:08	1	73	1/28/2007	23:18:08	1/24/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	1/28/2007	23:18:08	1	73	2/11/2007	23:18:08	2/7/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	2/11/2007	23:18:08	1	73	2/25/2007	23:18:08	2/21/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	2/25/2007	23:18:08	1	73	3/11/2007	23:18:08	3/7/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	3/11/2007	23:18:08	1	73	3/25/2007	23:18:08	3/21/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	3/25/2007	23:18:08	1	73	4/8/2007	23:18:08	4/4/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	4/8/2007	23:18:08	1	73	4/22/2007	23:18:08	4/18/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	4/22/2007	23:18:08	1	73	5/6/2007	23:18:08	5/2/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	5/6/2007	23:18:08	1	73	5/20/2007	23:18:08	5/16/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	5/20/2007	23:18:08	1	73	6/3/2007	23:18:08	5/30/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	6/3/2007	23:18:08	1	73	6/17/2007	23:18:08	6/13/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	6/17/2007	23:18:08	1	73	7/1/2007	23:18:08	6/27/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	7/1/2007	23:18:08	1	73	7/15/2007	23:18:08	7/11/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	7/15/2007	23:18:08	1	73	7/29/2007	23:18:08	7/25/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	7/29/2007	23:18:08	1	73	8/12/2007	23:18:08	8/8/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	8/12/2007	23:18:08	1	73	8/26/2007	23:18:08	8/22/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	8/26/2007	23:18:08	1	73	9/9/2007	23:18:08	9/5/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	9/9/2007	23:18:08	1	73	9/23/2007	23:18:08	9/19/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	9/23/2007	23:18:08	1	73	10/7/2007	23:18:08	10/3/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	10/7/2007	23:18:08	1	73	10/21/2007	23:18:08	10/17/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	10/21/2007	23:18:08	1	73	11/4/2007	23:18:08	10/31/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	11/4/2007	23:18:08	1	73	11/18/2007	23:18:08	11/14/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	11/18/2007	23:18:08	1	73	12/2/2007	23:18:08	11/28/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	12/2/2007	23:18:08	1	73	12/16/2007	23:18:08	12/12/2007	23:18:08	NULL	NULL	NULL	NULL
1	10	12/16/2007	23:18:08	1	73	12/30/2007	23:18:08	12/26/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	12/29/2006	23:18:08	1	59	1/12/2007	23:18:08	1/6/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	1/12/2007	23:18:08	1	59	1/26/2007	23:18:08	1/20/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	1/26/2007	23:18:08	1	59	2/9/2007	23:18:08	2/3/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	2/9/2007	23:18:08	1	59	2/23/2007	23:18:08	2/17/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	2/23/2007	23:18:08	1	59	3/9/2007	23:18:08	3/3/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	3/9/2007	23:18:08	1	59	3/23/2007	23:18:08	3/17/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	3/23/2007	23:18:08	1	59	4/6/2007	23:18:08	3/31/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	4/6/2007	23:18:08	1	59	4/20/2007	23:18:08	4/14/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	4/20/2007	23:18:08	1	59	5/4/2007	23:18:08	4/28/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	5/4/2007	23:18:08	1	59	5/18/2007	23:18:08	5/12/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	5/18/2007	23:18:08	1	59	6/1/2007	23:18:08	5/26/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	6/1/2007	23:18:08	1	59	6/15/2007	23:18:08	6/9/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	6/15/2007	23:18:08	1	59	6/29/2007	23:18:08	6/23/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	6/29/2007	23:18:08	1	59	7/13/2007	23:18:08	7/7/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	7/13/2007	23:18:08	1	59	7/27/2007	23:18:08	7/21/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	7/27/2007	23:18:08	1	59	8/10/2007	23:18:08	8/4/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	8/10/2007	23:18:08	1	59	8/24/2007	23:18:08	8/18/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	8/24/2007	23:18:08	1	59	9/7/2007	23:18:08	9/1/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	9/7/2007	23:18:08	1	59	9/21/2007	23:18:08	9/15/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	9/21/2007	23:18:08	1	59	10/5/2007	23:18:08	9/29/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	10/5/2007	23:18:08	1	59	10/19/2007	23:18:08	10/13/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	10/19/2007	23:18:08	1	59	11/2/2007	23:18:08	10/27/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	11/2/2007	23:18:08	1	59	11/16/2007	23:18:08	11/10/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	11/16/2007	23:18:08	1	59	11/30/2007	23:18:08	11/24/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	11/30/2007	23:18:08	1	59	12/14/2007	23:18:08	12/8/2007	23:18:08	NULL	NULL	NULL	NULL
2	4	12/14/2007	23:18:08	1	59	12/28/2007	23:18:08	12/22/2007	23:18:08	NULL	NULL	NULL	NULL
2	9	12/23/2006	23:18:08	1	130	1/6/2007	23:18:08	12/25/2006	23:18:08	NULL	NULL	NULL	NULL
2	9	1/6/2007	23:18:08	1	130	1/20/2007	23:18:08	1/8/2007	23:18:08	NULL	NULL	NULL	NULL
2	9	1/20/2007	23:18:08	1	130	2/3/2007	23:18:08	1/22/2007	23:18:08	NULL	NULL	NULL	NULL
2	9	2/3/2007	23:18:08	1	130	2/17/2007	23:18:08	2/5/2007	23:18:08	NULL	NULL	NULL	NULL
2	9	2/17/2007	23:18:08	1	130	3/3/2007	23:18:08	2/19/2007	23:18:08	NULL	NULL	NULL	NULL
2	9	3/3/2007	23:18:08	1	130	3/17/2007	23:18:08	3/5/2007	23:18:08	NULL	NULL	NULL	NULL
2	9	3/17/2007	23:18:08	1	130	3/31/2007	23:18:08	3/19/2007	23:18:08	NULL	NULL	NULL	NULL
