1	5	12/26/2006	11:19:34	1	37	1/9/2007	11:19:34	12/31/2006	10:31:26	NULL	NULL	NULL	NULL
1	5	1/9/2007	9:00:00	1	37	1/23/2007	9:00:00	1/14/2007	11:51:31	NULL	NULL	NULL	NULL
1	5	1/23/2007	9:41:53	1	37	2/6/2007	9:41:53	1/28/2007	11:51:31	NULL	NULL	NULL	NULL
1	5	2/6/2007	9:00:00	1	37	2/20/2007	9:00:00	2/11/2007	12:56:37	NULL	NULL	NULL	NULL
1	5	2/20/2007	13:35:42	1	37	3/6/2007	13:35:42	2/25/2007	13:49:08	NULL	NULL	NULL	NULL
1	5	3/6/2007	18:00:00	1	37	3/20/2007	18:00:00	3/11/2007	12:54:00	NULL	NULL	NULL	NULL
1	5	3/20/2007	9:00:00	1	37	4/3/2007	9:00:00	3/25/2007	11:06:00	NULL	NULL	NULL	NULL
1	5	4/3/2007	15:07:24	1	37	4/17/2007	15:07:24	4/8/2007	11:06:00	NULL	NULL	NULL	NULL
1	5	4/17/2007	13:22:36	1	37	5/1/2007	13:22:36	4/22/2007	10:20:53	NULL	NULL	NULL	NULL
1	5	5/1/2007	9:00:00	1	37	5/15/2007	9:00:00	5/6/2007	10:17:45	NULL	NULL	NULL	NULL
1	5	5/15/2007	9:00:00	1	37	5/29/2007	9:00:00	5/20/2007	12:02:33	NULL	NULL	NULL	NULL
1	5	5/29/2007	9:00:00	1	37	6/12/2007	9:00:00	6/3/2007	13:07:48	NULL	NULL	NULL	NULL
1	5	6/12/2007	11:21:50	1	37	6/26/2007	11:21:50	6/17/2007	14:55:48	NULL	NULL	NULL	NULL
1	5	6/26/2007	13:06:55	1	37	7/10/2007	13:06:55	7/1/2007	16:15:26	NULL	NULL	NULL	NULL
1	5	7/10/2007	17:44:00	1	37	7/24/2007	17:44:00	7/15/2007	15:26:03	NULL	NULL	NULL	NULL
1	5	7/24/2007	14:26:13	1	37	8/7/2007	14:26:13	7/29/2007	15:29:15	NULL	NULL	NULL	NULL
1	5	8/7/2007	18:00:00	1	37	8/21/2007	18:00:00	8/12/2007	15:00:22	NULL	NULL	NULL	NULL
1	5	8/21/2007	18:00:00	1	37	9/4/2007	18:00:00	8/26/2007	13:18:46	NULL	NULL	NULL	NULL
1	5	9/4/2007	9:00:00	1	37	9/18/2007	9:00:00	9/9/2007	13:18:46	NULL	NULL	NULL	NULL
1	5	9/18/2007	18:00:00	1	37	10/2/2007	18:00:00	9/23/2007	14:11:52	NULL	NULL	NULL	NULL
1	5	10/2/2007	12:01:51	1	37	10/16/2007	12:01:51	10/7/2007	12:23:52	NULL	NULL	NULL	NULL
1	5	10/16/2007	9:32:00	1	37	10/30/2007	9:32:00	10/21/2007	11:47:30	NULL	NULL	NULL	NULL
