1	1	1	N
1	2	1	N
1	3	1	N
1	4	1	N
1	5	1	Y
1	6	1	N
1	7	1	N
1	8	1	N
1	9	1	N
1	10	1	Y
2	1	1	N
2	2	1	N
2	3	1	N
2	4	1	Y
2	5	1	N
2	6	1	N
2	7	1	N
2	8	1	N
2	9	1	Y
2	10	1	N
3	1	1	N
3	2	1	N
3	3	1	Y
3	4	1	N
3	5	1	N
3	6	1	N
3	7	1	N
3	8	1	Y
3	9	1	N
3	10	1	N
4	1	1	N
4	2	1	Y
4	3	1	N
4	4	1	N
4	5	1	N
4	6	1	N
4	7	1	Y
4	8	1	N
4	9	1	N
4	10	1	N
5	1	1	Y
5	2	1	N
5	3	1	N
5	4	1	N
5	5	1	N
5	6	1	Y
5	7	1	N
5	8	1	N
5	9	1	N
5	10	1	N
6	1	1	N
6	2	1	N
6	3	1	N
6	4	1	N
6	5	1	Y
6	6	1	N
6	7	1	N
6	8	1	N
6	9	1	N
6	10	1	Y
7	1	1	N
7	2	1	N
7	3	1	N
7	4	1	Y
7	5	1	N
7	6	1	N
7	7	1	N
7	8	1	N
7	9	1	Y
7	10	1	N
8	1	1	N
8	2	1	N
8	3	1	Y
8	4	1	N
8	5	1	N
8	6	1	N
8	7	1	N
8	8	1	Y
8	9	1	N
8	10	1	N
9	1	1	N
9	2	1	Y
9	3	1	N
9	4	1	N
9	5	1	N
9	6	1	N
9	7	1	Y
9	8	1	N
9	9	1	N
9	10	1	N
10	1	1	Y
10	2	1	N
10	3	1	N
10	4	1	N
10	5	1	N
10	6	1	Y
10	7	1	N
10	8	1	N
10	9	1	N
10	10	1	N
11	1	2	N
11	2	2	N
11	3	2	N
11	4	2	N
11	5	2	Y
11	6	2	N
11	7	2	N
11	8	2	N
11	9	2	N
11	10	2	Y
12	1	2	N
12	2	2	N
12	3	2	N
12	4	2	Y
12	5	2	N
12	6	2	N
12	7	2	N
12	8	2	N
12	9	2	Y
12	10	2	N
13	1	2	N
13	2	2	N
13	3	2	Y
13	4	2	N
13	5	2	N
13	6	2	N
13	7	2	N
13	8	2	Y
13	9	2	N
13	10	2	N
14	1	2	N
14	2	2	Y
14	3	2	N
14	4	2	N
14	5	2	N
14	6	2	N
14	7	2	Y
14	8	2	N
14	9	2	N
14	10	2	N
15	1	2	Y
15	2	2	N
15	3	2	N
15	4	2	N
15	5	2	N
15	6	2	Y
15	7	2	N
15	8	2	N
15	9	2	N
15	10	2	N
16	1	2	N
16	2	2	N
16	3	2	N
16	4	2	N
16	5	2	Y
16	6	2	N
16	7	2	N
16	8	2	N
16	9	2	N
16	10	2	Y
17	1	2	N
17	2	2	N
17	3	2	N
17	4	2	Y
17	5	2	N
17	6	2	N
17	7	2	N
17	8	2	N
17	9	2	Y
17	10	2	N
18	1	2	N
18	2	2	N
18	3	2	Y
18	4	2	N
18	5	2	N
18	6	2	N
18	7	2	N
18	8	2	Y
18	9	2	N
18	10	2	N
19	1	2	N
19	2	2	Y
19	3	2	N
19	4	2	N
19	5	2	N
19	6	2	N
19	7	2	Y
19	8	2	N
19	9	2	N
19	10	2	N
20	1	2	Y
20	2	2	N
20	3	2	N
20	4	2	N
20	5	2	N
20	6	2	Y
20	7	2	N
20	8	2	N
20	9	2	N
20	10	2	N
21	1	3	N
21	2	3	N
21	3	3	N
21	4	3	N
21	5	3	Y
21	6	3	N
21	7	3	N
21	8	3	N
21	9	3	N
21	10	3	Y
22	1	3	N
22	2	3	N
22	3	3	N
22	4	3	Y
22	5	3	N
22	6	3	N
22	7	3	N
22	8	3	N
22	9	3	Y
22	10	3	N
23	1	3	N
23	2	3	N
23	3	3	Y
23	4	3	N
23	5	3	N
23	6	3	N
23	7	3	N
23	8	3	Y
23	9	3	N
23	10	3	N
24	1	3	N
24	2	3	Y
24	3	3	N
24	4	3	N
24	5	3	N
24	6	3	N
24	7	3	Y
24	8	3	N
24	9	3	N
24	10	3	N
25	1	3	Y
25	2	3	N
25	3	3	N
25	4	3	N
25	5	3	N
25	6	3	Y
25	7	3	N
25	8	3	N
25	9	3	N
25	10	3	N
26	1	3	N
26	2	3	N
26	3	3	N
26	4	3	N
26	5	3	Y
26	6	3	N
26	7	3	N
26	8	3	N
26	9	3	N
26	10	3	Y
27	1	3	N
27	2	3	N
27	3	3	N
27	4	3	Y
27	5	3	N
27	6	3	N
27	7	3	N
27	8	3	N
27	9	3	Y
27	10	3	N
28	1	3	N
28	2	3	N
28	3	3	Y
28	4	3	N
28	5	3	N
28	6	3	N
28	7	3	N
28	8	3	Y
28	9	3	N
28	10	3	N
29	1	3	N
29	2	3	Y
29	3	3	N
29	4	3	N
29	5	3	N
29	6	3	N
29	7	3	Y
29	8	3	N
29	9	3	N
29	10	3	N
30	1	3	Y
30	2	3	N
30	3	3	N
30	4	3	N
30	5	3	N
30	6	3	Y
30	7	3	N
30	8	3	N
30	9	3	N
30	10	3	N
31	1	4	N
31	2	4	N
31	3	4	N
31	4	4	N
31	5	4	Y
31	6	4	N
31	7	4	N
31	8	4	N
31	9	4	N
31	10	4	Y
32	1	4	N
32	2	4	N
32	3	4	N
32	4	4	Y
32	5	4	N
32	6	4	N
32	7	4	N
32	8	4	N
32	9	4	Y
32	10	4	N
33	1	4	N
33	2	4	N
33	3	4	Y
33	4	4	N
33	5	4	N
33	6	4	N
33	7	4	N
33	8	4	Y
33	9	4	N
33	10	4	N
34	1	4	N
34	2	4	Y
34	3	4	N
34	4	4	N
34	5	4	N
34	6	4	N
34	7	4	Y
34	8	4	N
34	9	4	N
34	10	4	N
35	1	4	Y
35	2	4	N
35	3	4	N
35	4	4	N
35	5	4	N
35	6	4	Y
35	7	4	N
35	8	4	N
35	9	4	N
35	10	4	N
36	1	4	N
36	2	4	N
36	3	4	N
36	4	4	N
36	5	4	Y
36	6	4	N
36	7	4	N
36	8	4	N
36	9	4	N
36	10	4	Y
37	1	4	N
37	2	4	N
37	3	4	N
37	4	4	Y
37	5	4	N
37	6	4	N
37	7	4	N
37	8	4	N
37	9	4	Y
37	10	4	N
38	1	4	N
38	2	4	N
38	3	4	Y
38	4	4	N
38	5	4	N
38	6	4	N
38	7	4	N
38	8	4	Y
38	9	4	N
38	10	4	N
39	1	4	N
39	2	4	Y
39	3	4	N
39	4	4	N
39	5	4	N
39	6	4	N
39	7	4	Y
39	8	4	N
39	9	4	N
39	10	4	N
40	1	4	Y
40	2	4	N
40	3	4	N
40	4	4	N
40	5	4	N
40	6	4	Y
40	7	4	N
40	8	4	N
40	9	4	N
40	10	4	N
41	1	5	N
41	2	5	N
41	3	5	N
41	4	5	N
41	5	5	Y
41	6	5	N
41	7	5	N
41	8	5	N
41	9	5	N
41	10	5	Y
42	1	5	N
42	2	5	N
42	3	5	N
42	4	5	Y
42	5	5	N
42	6	5	N
42	7	5	N
42	8	5	N
42	9	5	Y
42	10	5	N
43	1	5	N
43	2	5	N
43	3	5	Y
43	4	5	N
43	5	5	N
43	6	5	N
43	7	5	N
43	8	5	Y
43	9	5	N
43	10	5	N
44	1	5	N
44	2	5	Y
44	3	5	N
44	4	5	N
44	5	5	N
44	6	5	N
44	7	5	Y
44	8	5	N
44	9	5	N
44	10	5	N
45	1	5	Y
45	2	5	N
45	3	5	N
45	4	5	N
45	5	5	N
45	6	5	Y
45	7	5	N
45	8	5	N
45	9	5	N
45	10	5	N
46	1	5	N
46	2	5	N
46	3	5	N
46	4	5	N
46	5	5	Y
46	6	5	N
46	7	5	N
46	8	5	N
46	9	5	N
46	10	5	Y
47	1	5	N
47	2	5	N
47	3	5	N
47	4	5	Y
47	5	5	N
47	6	5	N
47	7	5	N
47	8	5	N
47	9	5	Y
47	10	5	N
48	1	5	N
48	2	5	N
48	3	5	Y
48	4	5	N
48	5	5	N
48	6	5	N
48	7	5	N
48	8	5	Y
48	9	5	N
48	10	5	N
49	1	5	N
49	2	5	Y
49	3	5	N
49	4	5	N
49	5	5	N
49	6	5	N
49	7	5	Y
49	8	5	N
49	9	5	N
49	10	5	N
50	1	5	Y
50	2	5	N
50	3	5	N
50	4	5	N
50	5	5	N
50	6	5	Y
50	7	5	N
50	8	5	N
50	9	5	N
50	10	5	N
51	1	6	N
51	2	6	N
51	3	6	N
51	4	6	N
51	5	6	Y
51	6	6	N
51	7	6	N
51	8	6	N
51	9	6	N
51	10	6	Y
52	1	6	N
52	2	6	N
52	3	6	N
52	4	6	Y
52	5	6	N
52	6	6	N
52	7	6	N
52	8	6	N
52	9	6	Y
52	10	6	N
53	1	6	N
53	2	6	N
53	3	6	Y
53	4	6	N
53	5	6	N
53	6	6	N
53	7	6	N
53	8	6	Y
53	9	6	N
53	10	6	N
54	1	6	N
54	2	6	Y
54	3	6	N
54	4	6	N
54	5	6	N
54	6	6	N
54	7	6	Y
54	8	6	N
54	9	6	N
54	10	6	N
55	1	6	Y
55	2	6	N
55	3	6	N
55	4	6	N
55	5	6	N
55	6	6	Y
55	7	6	N
55	8	6	N
55	9	6	N
55	10	6	N
56	1	6	N
56	2	6	N
56	3	6	N
56	4	6	N
56	5	6	Y
56	6	6	N
56	7	6	N
56	8	6	N
56	9	6	N
56	10	6	Y
57	1	6	N
57	2	6	N
57	3	6	N
57	4	6	Y
57	5	6	N
57	6	6	N
57	7	6	N
57	8	6	N
57	9	6	Y
57	10	6	N
58	1	6	N
58	2	6	N
58	3	6	Y
58	4	6	N
58	5	6	N
58	6	6	N
58	7	6	N
58	8	6	Y
58	9	6	N
58	10	6	N
59	1	6	N
59	2	6	Y
59	3	6	N
59	4	6	N
59	5	6	N
59	6	6	N
59	7	6	Y
59	8	6	N
59	9	6	N
59	10	6	N
60	1	6	Y
60	2	6	N
60	3	6	N
60	4	6	N
60	5	6	N
60	6	6	Y
60	7	6	N
60	8	6	N
60	9	6	N
60	10	6	N
61	1	7	N
61	2	7	N
61	3	7	N
61	4	7	N
61	5	7	Y
61	6	7	N
61	7	7	N
61	8	7	N
61	9	7	N
61	10	7	Y
62	1	7	N
62	2	7	N
62	3	7	N
62	4	7	Y
62	5	7	N
62	6	7	N
62	7	7	N
62	8	7	N
62	9	7	Y
62	10	7	N
63	1	7	N
63	2	7	N
63	3	7	Y
63	4	7	N
63	5	7	N
63	6	7	N
63	7	7	N
63	8	7	Y
63	9	7	N
63	10	7	N
64	1	7	N
64	2	7	Y
64	3	7	N
64	4	7	N
64	5	7	N
64	6	7	N
64	7	7	Y
64	8	7	N
64	9	7	N
64	10	7	N
65	1	7	Y
65	2	7	N
65	3	7	N
65	4	7	N
65	5	7	N
65	6	7	Y
65	7	7	N
65	8	7	N
65	9	7	N
65	10	7	N
66	1	7	N
66	2	7	N
66	3	7	N
66	4	7	N
66	5	7	Y
66	6	7	N
66	7	7	N
66	8	7	N
66	9	7	N
66	10	7	Y
67	1	7	N
67	2	7	N
67	3	7	N
67	4	7	Y
67	5	7	N
67	6	7	N
67	7	7	N
67	8	7	N
67	9	7	Y
67	10	7	N
68	1	7	N
68	2	7	N
68	3	7	Y
68	4	7	N
68	5	7	N
68	6	7	N
68	7	7	N
68	8	7	Y
68	9	7	N
68	10	7	N
69	1	7	N
69	2	7	Y
69	3	7	N
69	4	7	N
69	5	7	N
69	6	7	N
69	7	7	Y
69	8	7	N
69	9	7	N
69	10	7	N
70	1	7	Y
70	2	7	N
70	3	7	N
70	4	7	N
70	5	7	N
70	6	7	Y
70	7	7	N
70	8	7	N
70	9	7	N
70	10	7	N
71	1	8	N
71	2	8	N
71	3	8	N
71	4	8	N
71	5	8	Y
71	6	8	N
71	7	8	N
71	8	8	N
71	9	8	N
71	10	8	Y
72	1	8	N
72	2	8	N
72	3	8	N
72	4	8	Y
72	5	8	N
72	6	8	N
72	7	8	N
72	8	8	N
72	9	8	Y
72	10	8	N
73	1	8	N
73	2	8	N
73	3	8	Y
73	4	8	N
73	5	8	N
73	6	8	N
73	7	8	N
73	8	8	Y
73	9	8	N
73	10	8	N
74	1	8	N
74	2	8	Y
74	3	8	N
74	4	8	N
74	5	8	N
74	6	8	N
74	7	8	Y
74	8	8	N
74	9	8	N
74	10	8	N
75	1	8	Y
75	2	8	N
75	3	8	N
75	4	8	N
75	5	8	N
75	6	8	Y
75	7	8	N
75	8	8	N
75	9	8	N
75	10	8	N
76	1	8	N
76	2	8	N
76	3	8	N
76	4	8	N
76	5	8	Y
76	6	8	N
76	7	8	N
76	8	8	N
76	9	8	N
76	10	8	Y
77	1	8	N
77	2	8	N
77	3	8	N
77	4	8	Y
77	5	8	N
77	6	8	N
77	7	8	N
77	8	8	N
77	9	8	Y
77	10	8	N
78	1	8	N
78	2	8	N
78	3	8	Y
78	4	8	N
78	5	8	N
78	6	8	N
78	7	8	N
78	8	8	Y
78	9	8	N
78	10	8	N
79	1	8	N
79	2	8	Y
79	3	8	N
79	4	8	N
79	5	8	N
79	6	8	N
79	7	8	Y
79	8	8	N
79	9	8	N
79	10	8	N
80	1	8	Y
80	2	8	N
80	3	8	N
80	4	8	N
80	5	8	N
80	6	8	Y
80	7	8	N
80	8	8	N
80	9	8	N
80	10	8	N
